name,province,type,status,effective_date,notes
Valcourt,Quebec,City/Town,Registered,2012-01-01,
Valcourt,Quebec,Township,Registered,2012-01-01,
Val-David,Quebec,Village,Registered,2012-01-01,
Val-des-Bois,Quebec,Municipality,Registered,2012-01-01,
Val-des-Lacs,Quebec,Municipality,Registered,2012-01-01,
Val-des-Monts,Quebec,Municipality,Registered,2012-01-01,
Val-d'Or,Quebec,City/Town,Registered,2012-01-01,
Val-Joli,Quebec,Municipality,Registered,2012-01-01,
Vallée-Jonction,Quebec,Municipality,Registered,2012-01-01,
Val-Morin,Quebec,Municipality,Registered,2012-01-01,
Val-Racine,Quebec,Parish,Registered,2012-01-01,
Val-Saint-Gilles,Quebec,Municipality,Registered,2012-01-01,
Varennes,Quebec,City/Town,Registered,2012-01-01,
Vaudreuil-Dorion,Quebec,City/Town,Registered,2012-01-01,
Vaudreuil-sur-le-Lac,Quebec,Village,Registered,2012-01-01,
Venise-en-Québec,Quebec,Municipality,Registered,2012-01-01,
Verchères,Quebec,Municipality,Registered,2012-01-01,
Victoriaville,Quebec,City/Town,Registered,2012-01-01,
Ville-Marie,Quebec,City/Town,Registered,2012-01-01,
Villeroy,Quebec,Municipality,Registered,2012-01-01,
Waltham,Quebec,Municipality,Registered,2012-01-01,
Warden,Quebec,Village,Registered,2012-01-01,
Warwick,Quebec,City/Town,Registered,2012-01-01,
Waskaganish,Quebec,Cree village,Registered,2012-01-01,
Waswanipi,Quebec,Cree village,Registered,2012-01-01,
Waterloo,Quebec,City/Town,Registered,2012-01-01,
Waterville,Quebec,City/Town,Registered,2012-01-01,
Weedon,Quebec,Municipality,Registered,2012-01-01,
Wemindji,Quebec,Cree village,Registered,2012-01-01,
Wentworth,Quebec,Township,Registered,2012-01-01,
Wentworth-Nord,Quebec,Municipality,Registered,2012-01-01,
Westbury,Quebec,Township,Registered,2012-01-01,
Westmount,Quebec,City/Town,Registered,2012-01-01,
Whapmagoostui,Quebec,Cree village,Registered,2012-01-01,
Wickham,Quebec,Municipality,Registered,2012-01-01,
Windsor,Quebec,City/Town,Registered,2012-01-01,
Wotton,Quebec,Municipality,Registered,2012-01-01,
Yamachiche,Quebec,Municipality,Registered,2012-01-01,
Yamaska,Quebec,Municipality,Registered,2012-01-01,
Abbey,Saskatchewan,Village,Registered,2012-01-01,
Aberdeen,Saskatchewan,Town,Registered,2012-01-01,
Aberdeen No. 373,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Abernethy,Saskatchewan,Village,Registered,2012-01-01,
Abernethy No. 186,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Air Ronge,Saskatchewan,Northern Village,Registered,2012-01-01,
Alameda,Saskatchewan,Town,Registered,2012-01-01,
Albertville,Saskatchewan,Village,Registered,2012-01-01,
Alice Beach,Saskatchewan,Resort Village,Registered,2012-01-01,
Alida,Saskatchewan,Village,Registered,2012-01-01,
Allan,Saskatchewan,Town,Registered,2012-01-01,
Alvena,Saskatchewan,Village,Registered,2012-01-01,
Annaheim,Saskatchewan,Village,Registered,2012-01-01,
Antelope Park No. 322,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Antler,Saskatchewan,Village,Terminated,2013-12-31,
Antler No. 61,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Aquadeo,Saskatchewan,Resort Village,Registered,2012-01-01,
Arborfield,Saskatchewan,Town,Registered,2012-01-01,
Arborfield No. 456,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Archerwill,Saskatchewan,Village,Registered,2012-01-01,
Arcola,Saskatchewan,Town,Registered,2012-01-01,
Argyle No. 1,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Arlington No. 79,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Arm River No. 252,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Arran,Saskatchewan,Village,Registered,2012-01-01,
Asquith,Saskatchewan,Town,Registered,2012-01-01,
Assiniboia,Saskatchewan,Town,Registered,2012-01-01,
Atwater,Saskatchewan,Village,Registered,2012-01-01,
Auvergne No. 76,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Avonlea,Saskatchewan,Village,Registered,2012-01-01,
Aylesbury,Saskatchewan,Village,Registered,2012-01-01,
Aylsham,Saskatchewan,Village,Registered,2012-01-01,
Baildon No. 131,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Balcarres,Saskatchewan,Town,Registered,2012-01-01,
Balgonie,Saskatchewan,Town,Registered,2012-01-01,
Bangor,Saskatchewan,Village,Registered,2012-01-01,
Barrier Valley No. 397,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Battle River No. 438,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Battleford,Saskatchewan,Town,Registered,2012-01-01,
Bayne No. 371,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Beatty,Saskatchewan,Village,Registered,2012-01-01,
Beauval,Saskatchewan,Northern Village,Registered,2012-01-01,
Beaver Flat,Saskatchewan,Resort Village,Registered,2012-01-01,
Beaver Ridge No. 622,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Beechy,Saskatchewan,Village,Registered,2012-01-01,
Belle Plaine,Saskatchewan,Village,Registered,2012-01-01,
Bengough,Saskatchewan,Town,Registered,2012-01-01,
Bengough No. 40,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Benson No. 35,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Bethune,Saskatchewan,Village,Registered,2012-01-01,
Bienfait,Saskatchewan,Town,Registered,2012-01-01,
Big Arm No. 251,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Big Quill No. 308,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Big River,Saskatchewan,Town,Registered,2012-01-01,
Big River No. 555,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Big Shell,Saskatchewan,Resort Village,Registered,2012-01-01,
Big Stick No. 141,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Biggar,Saskatchewan,Town,Registered,2012-01-01,
Biggar No. 347,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Birch Hills,Saskatchewan,Town,Registered,2012-01-01,
Birch Hills No. 460,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Bird's Point,Saskatchewan,Resort Village,Registered,2012-01-01,
Bjorkdale,Saskatchewan,Village,Registered,2012-01-01,
Bjorkdale No. 426,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Black Point,Saskatchewan,Northern Hamlet,Registered,2012-01-01,
Bladworth,Saskatchewan,Village,Registered,2012-01-01,
Blaine Lake,Saskatchewan,Town,Registered,2012-01-01,
"Blaine Lake No, 434",Saskatchewan,Rural Municipality,Registered,2012-01-01,
Blucher No. 343,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Bone Creek No. 108,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Borden,Saskatchewan,Village,Registered,2012-01-01,
Bracken,Saskatchewan,Village,Registered,2012-01-01,
Bradwell,Saskatchewan,Village,Registered,2012-01-01,
Bratt's Lake No. 129,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Bredenbury,Saskatchewan,Town,Registered,2012-01-01,
Briercrest,Saskatchewan,Village,Registered,2012-01-01,
Britannia No. 502,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Broadview,Saskatchewan,Town,Registered,2012-01-01,
Brock,Saskatchewan,Village,Registered,2012-01-01,
Brock No. 64,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Broderick,Saskatchewan,Village,Registered,2012-01-01,
Brokenshell No. 68,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Browning No. 34,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Brownlee,Saskatchewan,Village,Registered,2012-01-01,
Bruno,Saskatchewan,Town,Registered,2012-01-01,
B-Say-Tah,Saskatchewan,Resort Village,Registered,2012-01-01,
Buchanan,Saskatchewan,Village,Registered,2012-01-01,
Buchanan No. 304,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Buckland No. 491,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Buena Vista,Saskatchewan,Village,Registered,2012-01-01,
Buffalo Narrows,Saskatchewan,Northern Village,Registered,2012-01-01,
Buffalo No. 409,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Bulyea,Saskatchewan,Village,Registered,2012-01-01,
Burstall,Saskatchewan,Town,Registered,2012-01-01,
Cabri,Saskatchewan,Town,Registered,2012-01-01,
Cadillac,Saskatchewan,Village,Registered,2012-01-01,
Calder,Saskatchewan,Village,Registered,2012-01-01,
Calder No. 241,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Caledonia No. 99,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Cambria No. 6,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Cana No. 214,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Canaan No. 225,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Candle Lake,Saskatchewan,Resort Village,Registered,2012-01-01,
Canora,Saskatchewan,Town,Registered,2012-01-01,
Canwood,Saskatchewan,Village,Registered,2012-01-01,
Canwood No. 494,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Carievale,Saskatchewan,Village,Registered,2012-01-01,
Carlyle,Saskatchewan,Town,Registered,2012-01-01,
Carmichael,Saskatchewan,Village,Registered,2012-01-01,
Carmichael No. 109,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Carnduff,Saskatchewan,Town,Registered,2012-01-01,
Caron No. 162,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Caronport,Saskatchewan,Village,Registered,2012-01-01,
Carrot River,Saskatchewan,Town,Registered,2012-01-01,
Central Butte,Saskatchewan,Town,Registered,2012-01-01,
Ceylon,Saskatchewan,Village,Registered,2012-01-01,
Chamberlain,Saskatchewan,Village,Registered,2012-01-01,
Chaplin,Saskatchewan,Village,Registered,2012-01-01,
Chaplin No. 164,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Chester No. 125,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Chesterfield No. 261,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Chitek Lake,Saskatchewan,Resort Village,Registered,2012-01-01,
Choiceland,Saskatchewan,Town,Registered,2012-01-01,
Chorney Beach,Saskatchewan,Resort Village,Registered,2012-01-01,
Christopher Lake,Saskatchewan,Village,Registered,2012-01-01,
Churchbridge,Saskatchewan,Town,Registered,2012-01-01,
Churchbridge No. 211,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Clavet,Saskatchewan,Village,Registered,2012-01-01,
Clayton No. 333,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Climax,Saskatchewan,Village,Registered,2012-01-01,
Clinworth No. 230,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Coalfields No. 4,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Cochin,Saskatchewan,Resort Village,Registered,2012-01-01,
Coderre,Saskatchewan,Village,Registered,2012-01-01,
Codette,Saskatchewan,Village,Registered,2012-01-01,
Cole Bay,Saskatchewan,Northern Hamlet,Registered,2012-01-01,
Coleville,Saskatchewan,Village,Registered,2012-01-01,
Colonsay,Saskatchewan,Town,Registered,2012-01-01,
Colonsay No. 342,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Connaught No. 457,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Conquest,Saskatchewan,Village,Registered,2012-01-01,
Consul,Saskatchewan,Village,Registered,2012-01-01,
Corman Park No. 344,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Coronach,Saskatchewan,Town,Registered,2012-01-01,
Cote No. 271,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Coteau Beach,Saskatchewan,Resort Village,Registered,2012-01-01,
Coteau No. 255,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Coulee No. 136,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Craik,Saskatchewan,Town,Registered,2012-01-01,
Craik No. 222,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Craven,Saskatchewan,Village,Registered,2012-01-01,
Creelman,Saskatchewan,Village,Registered,2012-01-01,
Creighton,Saskatchewan,Northern Town,Registered,2012-01-01,
Cudworth,Saskatchewan,Town,Registered,2012-01-01,
Cumberland House,Saskatchewan,Northern Village,Registered,2012-01-01,
Cupar,Saskatchewan,Town,Registered,2012-01-01,
Cupar No. 218,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Cut Knife,Saskatchewan,Town,Registered,2012-01-01,
Cut Knife No. 439,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Cymri No. 36,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Dafoe,Saskatchewan,Village,Registered,2012-01-01,
Dalmeny,Saskatchewan,Town,Registered,2012-01-01,
Davidson,Saskatchewan,Town,Registered,2012-01-01,
Debden,Saskatchewan,Village,Registered,2012-01-01,
Deer Forks No. 232,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Deer Valley,Saskatchewan,Organized Hamlet,Registered,2016-08-23,
Delisle,Saskatchewan,Town,Registered,2012-01-01,
Denare Beach,Saskatchewan,Northern Village,Registered,2012-01-01,
Denholm,Saskatchewan,Village,Registered,2012-01-01,
Denzil,Saskatchewan,Village,Registered,2012-01-01,
Dilke,Saskatchewan,Village,Registered,2012-01-01,
Dinsmore,Saskatchewan,Village,Registered,2012-01-01,
Disley,Saskatchewan,Village,Registered,2012-01-01,
District of Ketepwa,Saskatchewan,Resort Village,Registered,2012-01-01,
Dodsland,Saskatchewan,Village,Registered,2012-01-01,
Dore Lake,Saskatchewan,Northern Hamlet,Registered,2012-01-01,
Dorintosh,Saskatchewan,Village,Registered,2012-01-01,
Douglas No. 436,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Drake,Saskatchewan,Village,Registered,2012-01-01,
Drinkwater,Saskatchewan,Village,Registered,2012-01-01,
Dubuc,Saskatchewan,Village,Registered,2012-01-01,
Duck Lake,Saskatchewan,Town,Registered,2012-01-01,
Duck Lake No. 463,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Duff,Saskatchewan,Village,Registered,2012-01-01,
Dufferin No. 190,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Dundurn,Saskatchewan,Town,Registered,2012-01-01,
Dundurn No. 314,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Duval,Saskatchewan,Village,Registered,2012-01-01,
Dysart,Saskatchewan,Village,Registered,2012-01-01,
Eagle Creek No. 376,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Earl Grey,Saskatchewan,Village,Registered,2012-01-01,
Eastend,Saskatchewan,Town,Registered,2012-01-01,
Eatonia,Saskatchewan,Town,Registered,2012-01-01,
Ebenezer,Saskatchewan,Village,Registered,2012-01-01,
Echo Bay,Saskatchewan,Resort Village,Registered,2012-01-01,
Edam,Saskatchewan,Village,Registered,2012-01-01,
Edenwold,Saskatchewan,Village,Registered,2012-01-01,
Edenwold No. 158,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Elbow,Saskatchewan,Village,Registered,2012-01-01,
Elcapo No. 154,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Eldon No. 471,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Elfros,Saskatchewan,Village,Registered,2012-01-01,
Elfros No. 307,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Elmsthorpe No. 100,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Elrose,Saskatchewan,Town,Registered,2012-01-01,
Elstow,Saskatchewan,Village,Terminated,2014-12-31,
Emerald No. 277,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Endeavour,Saskatchewan,Village,Registered,2012-01-01,
Enfield No. 194,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Englefeld,Saskatchewan,Village,Registered,2012-01-01,
Enniskillen No. 3,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Enterprise No. 142,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Ernfold,Saskatchewan,Village,Registered,2012-01-01,
Esterhazy,Saskatchewan,Town,Registered,2012-01-01,
Estevan,Saskatchewan,City,Registered,2012-01-01,
Estevan No. 5,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Eston,Saskatchewan,Town,Registered,2012-01-01,
Etters Beach,Saskatchewan,Resort Village,Registered,2012-01-01,
Excel No. 71,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Excelsior No. 166,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Eye Hill No. 382,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Eyebrow,Saskatchewan,Village,Registered,2012-01-01,
Eyebrow No. 193,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Fairlight,Saskatchewan,Village,Registered,2012-01-01,
Fenwood,Saskatchewan,Village,Registered,2012-01-01,
Fertile Belt No. 183,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Fertile Valley No. 285,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Fillmore,Saskatchewan,Village,Registered,2012-01-01,
Fillmore No. 96,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Findlater,Saskatchewan,Village,Registered,2012-01-01,
Fish Creek No. 402,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Flaxcombe,Saskatchewan,Village,Registered,2012-01-01,
Fleming,Saskatchewan,Town,Registered,2012-01-01,
Flett's Springs No. 429,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Foam Lake,Saskatchewan,Town,Registered,2012-01-01,
Foam Lake No. 276,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Forget,Saskatchewan,Village,Registered,2012-01-01,
Fort Qu'Apelle,Saskatchewan,Town,Registered,2012-01-01,
Fort San,Saskatchewan,Resort Village,Registered,2012-01-01,
Fosston,Saskatchewan,Village,Registered,2012-01-01,
Fox Valley,Saskatchewan,Village,Registered,2012-01-01,
Fox Valley No. 171,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Francis,Saskatchewan,Town,Registered,2012-01-01,
Francis No. 127,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Frenchman Butte No. 501,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Frobisher,Saskatchewan,Village,Registered,2012-01-01,
Frontier,Saskatchewan,Village,Registered,2012-01-01,
Frontier No. 19,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Gainsborough,Saskatchewan,Village,Registered,2012-01-01,
Garden River No. 490,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Garry No. 245,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Gerald,Saskatchewan,Village,Registered,2012-01-01,
Gladmar,Saskatchewan,Village,Terminated,2013-12-31,
Glaslyn,Saskatchewan,Village,Registered,2012-01-01,
Glen Bain No. 105,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Glen Ewen,Saskatchewan,Village,Registered,2012-01-01,
Glen Harbour,Saskatchewan,Resort Village,Registered,2012-01-01,
Glen McPherson No. 46,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Glenavon,Saskatchewan,Village,Registered,2012-01-01,
Glenside,Saskatchewan,Village,Registered,2012-01-01,
Glenside No. 377,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Golden Prairie,Saskatchewan,Village,Registered,2012-01-01,
Golden West No. 95,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Good Lake No. 274,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Goodeve,Saskatchewan,Village,Registered,2012-01-01,
Goodsoil,Saskatchewan,Village,Registered,2012-01-01,
Goodwater,Saskatchewan,Village,Registered,2012-01-01,
Govan,Saskatchewan,Town,Registered,2012-01-01,
Grand Coulee,Saskatchewan,Town,Registered,2012-01-01,
Grandview Beach,Saskatchewan,Resort Village,Registered,2012-01-01,
Grandview No. 349,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Grant No. 372,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Grass Lake No. 381,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Grassy Creek No. 78,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Gravelbourg,Saskatchewan,Town,Registered,2012-01-01,
Gravelbourg No. 104,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Grayson,Saskatchewan,Village,Registered,2012-01-01,
Grayson No. 184,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Great Bend No. 405,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Green Lake,Saskatchewan,Northern Village,Registered,2012-01-01,
Greig Lake,Saskatchewan,Resort Village,Registered,2012-01-01,
Grenfell,Saskatchewan,Town,Registered,2012-01-01,
Griffin No. 66,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Gull Lake,Saskatchewan,Town,Registered,2012-01-01,
Gull Lake No. 139,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Hafford,Saskatchewan,Town,Registered,2012-01-01,
Hague,Saskatchewan,Town,Registered,2012-01-01,
Halbrite,Saskatchewan,Village,Registered,2012-01-01,
Hanley,Saskatchewan,Town,Registered,2012-01-01,
Happy Valley No. 10,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Happyland No. 231,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Harris No. 316,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Harris No. 316,Saskatchewan,Village,Registered,2012-01-01,
Hart Butte No. 11,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Hawarden,Saskatchewan,Village,Registered,2012-01-01,
Hazel Dell No. 335,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Hazelwood No. 94,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Hazenmore,Saskatchewan,Village,Registered,2012-01-01,
Hazlet,Saskatchewan,Village,Registered,2012-01-01,
Heart's Hill No. 352,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Hepburn,Saskatchewan,Village,Registered,2012-01-01,
Herbert,Saskatchewan,Town,Registered,2012-01-01,
Heward,Saskatchewan,Village,Registered,2012-01-01,
Hillsborough No. 132,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Hillsdale No. 440,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Hodgeville,Saskatchewan,Village,Registered,2012-01-01,
Holdfast,Saskatchewan,Village,Registered,2012-01-01,
Hoodoo No. 401,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Hubbard,Saskatchewan,Village,Registered,2012-01-01,
Hudson Bay,Saskatchewan,Town,Registered,2012-01-01,
Hudson Bay No. 394,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Humboldt,Saskatchewan,City,Registered,2012-01-01,
Humboldt No. 370,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Huron No. 223,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Hyas,Saskatchewan,Village,Registered,2012-01-01,
Ile A La Crosse,Saskatchewan,Northern Village,Registered,2012-01-01,
Imperial,Saskatchewan,Town,Registered,2012-01-01,
Indian Head,Saskatchewan,Town,Registered,2012-01-01,
Indian Head No. 156,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Insinger No. 275,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Invergordon No. 430,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Invermay,Saskatchewan,Village,Registered,2012-01-01,
Invermay No. 305,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Island View,Saskatchewan,Resort Village,Registered,2012-01-01,
Ituna,Saskatchewan,Town,Registered,2012-01-01,
Ituna Bon Accord No. 246,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Jans Bay,Saskatchewan,Northern Hamlet,Registered,2012-01-01,
Jansen,Saskatchewan,Village,Registered,2012-01-01,
Kamsack,Saskatchewan,Town,Registered,2012-01-01,
Kannata Valley,Saskatchewan,Resort Village,Registered,2012-01-01,
Keeler,Saskatchewan,Village,Registered,2012-01-01,
Kelliher,Saskatchewan,Village,Registered,2012-01-01,
Kellross No. 247,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Kelvington,Saskatchewan,Town,Registered,2012-01-01,
Kelvington No. 366,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Kenaston,Saskatchewan,Village,Registered,2012-01-01,
Kendal,Saskatchewan,Village,Registered,2012-01-01,
Kennedy,Saskatchewan,Village,Registered,2012-01-01,
Kenosee Lake,Saskatchewan,Village,Registered,2012-01-01,
Kerrobert,Saskatchewan,Town,Registered,2012-01-01,
Key West No. 70,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Keys No. 303,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Killaly,Saskatchewan,Village,Registered,2012-01-01,
Kincaid,Saskatchewan,Village,Registered,2012-01-01,
Kindersley,Saskatchewan,Town,Registered,2012-01-01,
Kindersley No. 290,Saskatchewan,Rural Municipality,Registered,2012-01-01,
King George No. 256,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Kingsley No. 124,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Kinistino,Saskatchewan,Town,Registered,2012-01-01,
Kinistino No. 459,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Kinley,Saskatchewan,Village,Registered,2012-01-01,
Kipling,Saskatchewan,Town,Registered,2012-01-01,
Kisbey,Saskatchewan,Village,Registered,2012-01-01,
Kivimaa-Monnlight Bay,Saskatchewan,Resort Village,Registered,2012-01-01,
Klake Johnston No. 102,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Krydor,Saskatchewan,Village,Registered,2012-01-01,
Kyle,Saskatchewan,Town,Registered,2012-01-01,
La Loche,Saskatchewan,Northern Village,Registered,2012-01-01,
La Ronge,Saskatchewan,Northern Town,Registered,2012-01-01,
Lac Pelletier No. 107,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Lacadena No. 228,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Lafleche,Saskatchewan,Town,Registered,2012-01-01,
Laird,Saskatchewan,Village,Registered,2012-01-01,
Laird No. 404,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Lajord No. 128,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Lake Alma,Saskatchewan,Village,Registered,2012-01-01,
Lake Alma No. 8,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Lake Lenore,Saskatchewan,Village,Registered,2012-01-01,
Lake Lenore No. 399,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Lake of the Rivers No. 72,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Lakeland No. 521,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Lakeside No. 338,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Lakeview No. 337,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Lampman,Saskatchewan,Town,Registered,2012-01-01,
Lancer,Saskatchewan,Village,Registered,2012-01-01,
Landis,Saskatchewan,Village,Registered,2012-01-01,
Lang,Saskatchewan,Village,Registered,2012-01-01,
Langenburg,Saskatchewan,Town,Registered,2012-01-01,
Langenburg No. 181,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Langham,Saskatchewan,Town,Registered,2012-01-01,
Lanigan,Saskatchewan,Town,Registered,2012-01-01,
Lashburn,Saskatchewan,Town,Registered,2012-01-01,
Last Mountain Valley No. 250,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Laurier No. 38,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Lawtonia No. 135,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Leader,Saskatchewan,Town,Registered,2012-01-01,
Leask,Saskatchewan,Village,Registered,2012-01-01,
Leask No. 464,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Lebret,Saskatchewan,Village,Registered,2012-01-01,
Lemberg,Saskatchewan,Town,Registered,2012-01-01,
Leoville,Saskatchewan,Village,Registered,2012-01-01,
Leross,Saskatchewan,Village,Registered,2012-01-01,
Leroy,Saskatchewan,Town,Registered,2012-01-01,
Leroy No. 339,Saskatchewan,Rural Municipality,Registered,2012-01-01,
